"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event"
"3354","Joseph Francis Stadler",1904,"M",24,NA,NA,"United States","USA","Athletics Men's Standing Triple Jump"
"3355","Linda Stahl",2012,"F",26,176,79,"Germany","GER","Athletics Women's Javelin Throw"
"3356","Hyla Bristow ""Henry"" Stallard",1924,"M",23,186,75,"Great Britain","GBR","Athletics Men's 1,500 metres"
"3357","Maria Geertruida ""Ria"" Stalman",1984,"F",32,179,82,"Netherlands","NED","Athletics Women's Discus Throw"
"3358","Anioara Stanciu-Cumir",1984,"F",22,172,63,"Romania","ROU","Athletics Women's Long Jump"
"3359","Andrew William ""Andy"" Stanfield",1952,"M",24,187,79,"United States","USA","Athletics Men's 200 metres"
"3360","Andrew William ""Andy"" Stanfield",1952,"M",24,187,79,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"3361","Andrew William ""Andy"" Stanfield",1956,"M",28,187,79,"United States","USA","Athletics Men's 200 metres"
"3362","Robert Sedgewick Stangland",1904,"M",22,NA,NA,"United States","USA","Athletics Men's Long Jump"
"3363","Robert Sedgewick Stangland",1904,"M",22,NA,NA,"United States","USA","Athletics Men's Triple Jump"
"3364","George Anthony Stanich",1948,"M",19,190,84,"United States","USA","Athletics Men's High Jump"
"3365","Richard Vaughn ""Dick"" Stebbins",1964,"M",19,180,68,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"3366","Renate Stecher (Meiner-)",1972,"F",22,170,71,"East Germany","GDR","Athletics Women's 100 metres"
"3367","Renate Stecher (Meiner-)",1972,"F",22,170,71,"East Germany","GDR","Athletics Women's 200 metres"
"3368","Renate Stecher (Meiner-)",1972,"F",22,170,71,"East Germany","GDR","Athletics Women's 4 x 100 metres Relay"
"3369","Renate Stecher (Meiner-)",1976,"F",26,170,71,"East Germany","GDR","Athletics Women's 100 metres"
"3370","Renate Stecher (Meiner-)",1976,"F",26,170,71,"East Germany","GDR","Athletics Women's 200 metres"
"3371","Renate Stecher (Meiner-)",1976,"F",26,170,71,"East Germany","GDR","Athletics Women's 4 x 100 metres Relay"
"3372","Andrew Steele",2008,"M",23,182,78,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"3373","Willie Samuel Steele",1948,"M",25,180,73,"United States","USA","Athletics Men's Long Jump"
"3374","David Lee ""Dave"" Steen",1988,"M",28,185,80,"Canada","CAN","Athletics Men's Decathlon"
"3375","Aikaterini ""Ekaterini"" Stefanidi",2016,"F",26,173,59,"Greece","GRE","Athletics Women's Pole Vault"
"3376","John William Steffensen",2004,"M",21,180,71,"Australia","AUS","Athletics Men's 4 x 400 metres Relay"
"3377","Gnther Steines",1952,"M",23,174,64,"Germany","GER","Athletics Men's 4 x 400 metres Relay"
"3378","Oskar Albinus ""Albin"" Stenroos",1912,"M",23,173,64,"Finland","FIN","Athletics Men's 10,000 metres"
"3379","Oskar Albinus ""Albin"" Stenroos",1912,"M",23,173,64,"Finland","FIN","Athletics Men's Cross-Country, Team"
"3380","Oskar Albinus ""Albin"" Stenroos",1924,"M",35,173,64,"Finland","FIN","Athletics Men's Marathon"
"3381","Helen Herring Stephens",1936,"F",18,182,70,"United States","USA","Athletics Women's 100 metres"
"3382","Helen Herring Stephens",1936,"F",18,182,70,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"3383","Anni Steuer (-Ludewig)",1936,"F",23,177,67,"Germany","GER","Athletics Women's 80 metres Hurdles"
"3384","Rochelle Stevens",1992,"F",25,173,58,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"3385","Rochelle Stevens",1996,"F",29,173,58,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"3386","William Edwards ""Bill"" Stevenson",1924,"M",23,183,77,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"3387","Toby Lynn Stevenson",2004,"M",27,185,81,"United States","USA","Athletics Men's Pole Vault"
"3388","Ian Stewart",1972,"M",23,178,65,"Great Britain","GBR","Athletics Men's 5,000 metres"
"3389","Kerron Stewart",2008,"F",24,175,61,"Jamaica","JAM","Athletics Women's 100 metres"
"3390","Kerron Stewart",2008,"F",24,175,61,"Jamaica","JAM","Athletics Women's 200 metres"
"3391","Kerron Stewart",2012,"F",28,175,61,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay"
"3392","Raymond Douglas ""Ray"" Stewart",1984,"M",19,178,73,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay"
"3393","Gerhard Karl Eduard Stck",1936,"M",25,184,91,"Germany","GER","Athletics Men's Shot Put"
"3394","Gerhard Karl Eduard Stck",1936,"M",25,184,91,"Germany","GER","Athletics Men's Javelin Throw"
"3395","Vasilka Rafailova Stoeva (Malusheva-)",1972,"F",32,174,105,"Bulgaria","BUL","Athletics Women's Discus Throw"
"3396","Christiane Stoll-Wartenberg",1980,"F",23,169,53,"East Germany","GDR","Athletics Women's 1,500 metres"
"3397","Crew Hadlett Stoneley",1932,"M",21,163,51,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"3398","Dwight Edwin Stones",1972,"M",18,197,81,"United States","USA","Athletics Men's High Jump"
"3399","Dwight Edwin Stones",1976,"M",22,197,81,"United States","USA","Athletics Men's High Jump"
"3400","Viktoriya Ivanivna ""Vita"" Stopina",2004,"F",28,176,54,"Ukraine","UKR","Athletics Women's High Jump"
"3401","Hestrie Storbeck-Cloete (-Els)",2000,"F",22,185,68,"South Africa","RSA","Athletics Women's High Jump"
"3402","Hestrie Storbeck-Cloete (-Els)",2004,"F",25,185,68,"South Africa","RSA","Athletics Women's High Jump"
"3403","Karl Konrad Storch",1952,"M",38,184,110,"Germany","GER","Athletics Men's Hammer Throw"
"3404","David Storl",2012,"M",21,198,117,"Germany","GER","Athletics Men's Shot Put"
"3405","Werner ""Harry"" Storz",1928,"M",24,175,68,"Germany","GER","Athletics Men's 4 x 400 metres Relay"
"3406","Jennifer Elaine ""Jenny"" Stoute (-Regis)",1992,"F",27,175,65,"Great Britain","GBR","Athletics Women's 4 x 400 metres Relay"
"3407","Lennart Strand",1948,"M",27,173,61,"Sweden","SWE","Athletics Men's 1,500 metres"
"3408","Jrgen Straub",1980,"M",26,182,62,"East Germany","GDR","Athletics Men's 1,500 metres"
"3409","Shirley Barbara Strickland de la Hunty",1948,"F",23,172,57,"Australia","AUS","Athletics Women's 100 metres"
"3410","Shirley Barbara Strickland de la Hunty",1948,"F",23,172,57,"Australia","AUS","Athletics Women's 80 metres Hurdles"
"3411","Shirley Barbara Strickland de la Hunty",1948,"F",23,172,57,"Australia","AUS","Athletics Women's 4 x 100 metres Relay"
"3412","Shirley Barbara Strickland de la Hunty",1952,"F",26,172,57,"Australia","AUS","Athletics Women's 100 metres"
"3413","Shirley Barbara Strickland de la Hunty",1952,"F",26,172,57,"Australia","AUS","Athletics Women's 80 metres Hurdles"
"3414","Shirley Barbara Strickland de la Hunty",1956,"F",31,172,57,"Australia","AUS","Athletics Women's 80 metres Hurdles"
"3415","Shirley Barbara Strickland de la Hunty",1956,"F",31,172,57,"Australia","AUS","Athletics Women's 4 x 100 metres Relay"
"3416","Hilda Gwendolyn Strike (-Sisson)",1932,"F",21,159,48,"Canada","CAN","Athletics Women's 100 metres"
"3417","Hilda Gwendolyn Strike (-Sisson)",1932,"F",21,159,48,"Canada","CAN","Athletics Women's 4 x 100 metres Relay"
"3418","Gaston M. Strobino",1912,"M",20,160,50,"United States","USA","Athletics Men's Marathon"
"3419","Shirley Elaine Strong",1984,"F",25,173,63,"Great Britain","GBR","Athletics Women's 100 metres Hurdles"
"3420","Ellen Strophal-Streidt (-Wendland-)",1976,"F",23,168,55,"East Germany","GDR","Athletics Women's 400 metres"
"3421","Ellen Strophal-Streidt (-Wendland-)",1976,"F",23,168,55,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"3422","Brbel Struppert (Schrickel-)",1972,"F",21,158,50,"East Germany","GDR","Athletics Women's 4 x 100 metres Relay"
"3423","Christa Stubnick (Seliger-, -Fischer)",1956,"F",22,159,52,"Germany","GER","Athletics Women's 100 metres"
"3424","Christa Stubnick (Seliger-, -Fischer)",1956,"F",22,159,52,"Germany","GER","Athletics Women's 200 metres"
"3425","Jennifer ""Jenn"" Stuczynski-Suhr",2008,"F",26,183,66,"United States","USA","Athletics Women's Pole Vault"
"3426","Jennifer ""Jenn"" Stuczynski-Suhr",2012,"F",30,183,66,"United States","USA","Athletics Women's Pole Vault"
"3427","Arthur Addison ""Art"" Studenroth",1924,"M",24,NA,NA,"United States","USA","Athletics Men's Cross-Country, Team"
"3428","Michael Duane ""Mike"" Stulce",1992,"M",23,191,123,"United States","USA","Athletics Men's Shot Put"
"3429","Chandra Lavon Sturrup",1996,"F",24,163,61,"Bahamas","BAH","Athletics Women's 4 x 100 metres Relay"
"3430","Chandra Lavon Sturrup",2000,"F",29,163,61,"Bahamas","BAH","Athletics Women's 4 x 100 metres Relay"
"3431","Khrystyna Petrivna Stuy",2012,"F",24,168,60,"Ukraine","UKR","Athletics Women's 4 x 100 metres Relay"
"3432","Leonel Surez Fajardo",2008,"M",20,181,68,"Cuba","CUB","Athletics Men's Decathlon"
"3433","Leonel Surez Fajardo",2012,"M",24,181,68,"Cuba","CUB","Athletics Men's Decathlon"
"3434","Shingo Suetsugu",2008,"M",28,178,68,"Japan","JPN","Athletics Men's 4 x 100 metres Relay"
"3435","Sui Xinmei",1996,"F",31,172,90,"China","CHN","Athletics Women's Shot Put"
"3436","Vladimir Georgiyevich Sukharev",1952,"M",28,179,76,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"3437","Vladimir Georgiyevich Sukharev",1956,"M",32,179,76,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"3438","Mohamed Ahmed Suleiman",1992,"M",22,175,63,"Qatar","QAT","Athletics Men's 1,500 metres"
"3439","Jemima Jelagat Sumgong",2016,"F",31,160,45,"Kenya","KEN","Athletics Women's Marathon"
"3440","Olav Sunde",1928,"M",24,180,77,"Norway","NOR","Athletics Men's Javelin Throw"
"3441","Johan Adolf Sundkvist",1912,"M",22,168,65,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"3442","Eva uranov (Kucmanov-)",1972,"F",26,172,58,"Czechoslovakia","TCH","Athletics Women's Long Jump"
"3443","Bruny Surin",1996,"M",29,180,81,"Canada","CAN","Athletics Men's 4 x 100 metres Relay"
"3444","Christina Sussiek (-Echte)",1984,"F",24,166,54,"West Germany","FRG","Athletics Women's 4 x 400 metres Relay"
"3445","Johan Frithiof Isidor ""John"" Svanberg (-Swanberg)",1906,"M",24,168,59,"Sweden","SWE","Athletics Men's 5 mile"
"3446","Johan Frithiof Isidor ""John"" Svanberg (-Swanberg)",1906,"M",24,168,59,"Sweden","SWE","Athletics Men's Marathon"
"3447","Johan Frithiof Isidor ""John"" Svanberg (-Swanberg)",1908,"M",26,168,59,"Sweden","SWE","Athletics Men's 5 mile"
"3448","Ruth Augusta Svedberg",1928,"F",25,NA,NA,"Sweden","SWE","Athletics Women's Discus Throw"
"3449","Artur Hjalmar Slve Svensson",1924,"M",23,NA,NA,"Sweden","SWE","Athletics Men's 4 x 400 metres Relay"
"3450","Karl Eric Emanuel Svensson",1932,"M",28,180,75,"Sweden","SWE","Athletics Men's Triple Jump"
"3451","Liese Sykora-Prokop",1968,"F",27,178,72,"Austria","AUT","Athletics Women's Pentathlon"
"3452","Olga Pavlovna Syrovatskaya-Mineyeva",1980,"F",27,176,58,"Soviet Union","URS","Athletics Women's 800 metres"
"3453","Olga Pavlovna Syrovatskaya-Mineyeva",1980,"F",27,176,58,"Soviet Union","URS","Athletics Women's 4 x 400 metres Relay"
"3454","Gabriela Szabo (-Gyngyssy)",1996,"F",20,158,42,"Romania","ROU","Athletics Women's 1,500 metres"
"3455","Gabriela Szabo (-Gyngyssy)",2000,"F",24,158,42,"Romania","ROU","Athletics Women's 1,500 metres"
"3456","Gabriela Szabo (-Gyngyssy)",2000,"F",24,158,42,"Romania","ROU","Athletics Women's 5,000 metres"
"3457","Bla (Vojtech-) Szepes (Strauch-)",1928,"M",24,178,71,"Hungary","HUN","Athletics Men's Javelin Throw"
"3458","Irena Szewiska-Kirszenstein",1964,"F",18,176,60,"Poland","POL","Athletics Women's 200 metres"
"3459","Irena Szewiska-Kirszenstein",1964,"F",18,176,60,"Poland","POL","Athletics Women's 4 x 100 metres Relay"
"3460","Irena Szewiska-Kirszenstein",1964,"F",18,176,60,"Poland","POL","Athletics Women's Long Jump"
"3461","Irena Szewiska-Kirszenstein",1968,"F",22,176,60,"Poland","POL","Athletics Women's 100 metres"
"3462","Irena Szewiska-Kirszenstein",1968,"F",22,176,60,"Poland","POL","Athletics Women's 200 metres"
"3463","Irena Szewiska-Kirszenstein",1972,"F",26,176,60,"Poland","POL","Athletics Women's 200 metres"
"3464","Irena Szewiska-Kirszenstein",1976,"F",30,176,60,"Poland","POL","Athletics Women's 400 metres"
"3465","Jzef Szmidt (-Schmidt)",1960,"M",25,184,77,"Poland","POL","Athletics Men's Triple Jump"
"3466","Jzef Szmidt (-Schmidt)",1964,"M",29,184,77,"Poland","POL","Athletics Men's Triple Jump"
"3467","Alajos (Aljoz) Szokoly (-Szokol)",1896,"M",24,NA,NA,"Hungary","HUN","Athletics Men's 100 metres"
"3468","Gyrgy Sztantics",1906,"M",27,NA,NA,"Hungary","HUN","Athletics Men's 3,000 metres Walk"
"3469","Yuliya Gennadyevna Tabakova (-Bubnenkova)",2004,"F",24,165,55,"Russia","RUS","Athletics Women's 4 x 100 metres Relay"
"3470","Norman Stephen ""Norm"" Taber",1912,"M",20,174,52,"United States","USA","Athletics Men's 1,500 metres"
"3471","Norman Stephen ""Norm"" Taber",1912,"M",20,174,52,"United States","USA","Athletics Men's 3,000 metres, Team"
"3472","Florena acu-Crciunescu (Ionescu-)",1984,"F",29,184,84,"Romania","ROU","Athletics Women's Discus Throw"
"3473","Zersenay Tadesse Habtesilase",2004,"M",22,160,54,"Eritrea","ERI","Athletics Men's 10,000 metres"
"3474","Armas Rudolf Taipale",1912,"M",21,191,92.5,"Finland","FIN","Athletics Men's Discus Throw"
"3475","Armas Rudolf Taipale",1912,"M",21,191,92.5,"Finland","FIN","Athletics Men's Discus Throw, Both Hands"
"3476","Armas Rudolf Taipale",1920,"M",29,191,92.5,"Finland","FIN","Athletics Men's Discus Throw"
"3477","Naoto Tajima",1936,"M",23,171,62,"Japan","JPN","Athletics Men's Long Jump"
"3478","Naoto Tajima",1936,"M",23,171,62,"Japan","JPN","Athletics Men's Triple Jump"
"3479","Naoko Takahashi",2000,"F",28,161,52,"Japan","JPN","Athletics Women's Marathon"
"3480","Shinji Takahira",2008,"M",24,180,62,"Japan","JPN","Athletics Men's 4 x 100 metres Relay"
"3481","Samuel Rafael ""Sameli"" Tala",1924,"M",30,175,67,"Finland","FIN","Athletics Men's 3,000 metres, Team"
"3482","Jared Tallent",2008,"M",23,178,58,"Australia","AUS","Athletics Men's 20 kilometres Walk"
"3483","Jared Tallent",2008,"M",23,178,58,"Australia","AUS","Athletics Men's 50 kilometres Walk"
"3484","Jared Tallent",2012,"M",27,178,58,"Australia","AUS","Athletics Men's 50 kilometres Walk"
"3485","Jared Tallent",2016,"M",31,178,58,"Australia","AUS","Athletics Men's 50 kilometres Walk"
"3486","Tatyana Andreyevna Talysheva (-Volkova, -Tregub)",1968,"F",30,163,55,"Soviet Union","URS","Athletics Women's Long Jump"
"3487","Jri Tamm",1980,"M",23,191,120,"Soviet Union","URS","Athletics Men's Hammer Throw"
"3488","Jri Tamm",1988,"M",31,191,120,"Soviet Union","URS","Athletics Men's Hammer Throw"
"3489","Aleksander Tammert",2004,"M",31,196,120,"Estonia","EST","Athletics Men's Discus Throw"
"3490","Paul Kipngetich Tanui",2016,"M",25,168,47,"Kenya","KEN","Athletics Men's 10,000 metres"
"3491","William Kiptarus Tanui",1992,"M",28,183,70,"Kenya","KEN","Athletics Men's 800 metres"
"3492","Maksim Vladimirovich Tarasov",1992,"M",21,194,80,"Unified Team","EUN","Athletics Men's Pole Vault"
"3493","Maksim Vladimirovich Tarasov",2000,"M",29,194,80,"Russia","RUS","Athletics Men's Pole Vault"
"3494","Ionela Trlea-Manolache",2004,"F",28,169,57,"Romania","ROU","Athletics Women's 400 metres Hurdles"
"3495","Jri Tarmak",1972,"M",26,193,75,"Soviet Union","URS","Athletics Men's High Jump"
"3496","Jeneba Sylvia Tarmoh",2012,"F",22,165,59,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"3497","Jai Desmond Taurima",2000,"M",28,188,80,"Australia","AUS","Athletics Men's Long Jump"
"3498","Henri Alexis Tauzin",1900,"M",21,169,68,"France","FRA","Athletics Men's 400 metres Hurdles"
"3499","Angelo F. Taylor, Jr.",2000,"M",21,188,84,"United States","USA","Athletics Men's 400 metres Hurdles"
"3500","Angelo F. Taylor, Jr.",2008,"M",29,188,84,"United States","USA","Athletics Men's 400 metres Hurdles"
"3501","Angelo F. Taylor, Jr.",2008,"M",29,188,84,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"3502","Angelo F. Taylor, Jr.",2012,"M",33,188,84,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"3503","Elizabeth Garner ""Betty"" Taylor (-Campbell)",1936,"F",20,167,53,"Canada","CAN","Athletics Women's 80 metres Hurdles"
"3504","Christian Taylor",2012,"M",22,188,81,"United States","USA","Athletics Men's Triple Jump"
"3505","Christian Taylor",2016,"M",26,188,81,"United States","USA","Athletics Men's Triple Jump"
"3506","John Baxter Taylor, Jr.",1908,"M",25,181,74,"United States","USA","Athletics Men's 1,600 metres Medley Relay"
"3507","Frederick Morgan Taylor",1924,"M",21,185,75,"United States","USA","Athletics Men's 400 metres Hurdles"
"3508","Frederick Morgan Taylor",1928,"M",25,185,75,"United States","USA","Athletics Men's 400 metres Hurdles"
"3509","Frederick Morgan Taylor",1932,"M",29,185,75,"United States","USA","Athletics Men's 400 metres Hurdles"
"3510","Robert James Taylor",1972,"M",23,183,80,"United States","USA","Athletics Men's 100 metres"
"3511","Robert James Taylor",1972,"M",23,183,80,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"3512","Angella Marie Taylor-Issajenko",1984,"F",25,167,61,"Canada","CAN","Athletics Women's 4 x 100 metres Relay"
"3513","Norberto Tllez Santana",1992,"M",20,186,78,"Cuba","CUB","Athletics Men's 4 x 400 metres Relay"
"3514","Nabiba Naftali Temu",1968,"M",23,174,62,"Kenya","KEN","Athletics Men's 5,000 metres"
"3515","Nabiba Naftali Temu",1968,"M",23,174,62,"Kenya","KEN","Athletics Men's 10,000 metres"
"3516","Igor Aramovich Ter-Ovanesyan",1960,"M",22,186,78,"Soviet Union","URS","Athletics Men's Long Jump"
"3517","Igor Aramovich Ter-Ovanesyan",1964,"M",26,186,78,"Soviet Union","URS","Athletics Men's Long Jump"
"3518","Tetiana Viktorivna Tereshchuk-Antypova",2004,"F",34,185,63,"Ukraine","UKR","Athletics Women's 400 metres Hurdles"
"3519","Paul Kibii Tergat",1996,"M",27,182,62,"Kenya","KEN","Athletics Men's 10,000 metres"
"3520","Paul Kibii Tergat",2000,"M",31,182,62,"Kenya","KEN","Athletics Men's 10,000 metres"
"3521","Carl Josef Ternstrm",1912,"M",23,172,66,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"3522","Lewis Tewanima",1912,"M",NA,160,51,"United States","USA","Athletics Men's 10,000 metres"
"3523","Walter Beardsley Tewksbury",1900,"M",24,183,64,"United States","USA","Athletics Men's 60 metres"
"3524","Walter Beardsley Tewksbury",1900,"M",24,183,64,"United States","USA","Athletics Men's 100 metres"
"3525","Walter Beardsley Tewksbury",1900,"M",24,183,64,"United States","USA","Athletics Men's 200 metres"
"3526","Walter Beardsley Tewksbury",1900,"M",24,183,64,"United States","USA","Athletics Men's 200 metres Hurdles"
"3527","Walter Beardsley Tewksbury",1900,"M",24,183,64,"United States","USA","Athletics Men's 400 metres Hurdles"
"3528","Aikaterini Thanou",2000,"F",25,165,56,"Greece","GRE","Athletics Women's 100 metres"
"3529","Michel Johann Thato",1900,"M",22,NA,NA,"Luxembourg","LUX","Athletics Men's Marathon"
"3530","Brianne Theisen-Eaton",2016,"F",27,175,64,"Canada","CAN","Athletics Women's Heptathlon"
"3531","Ioannis Theodoropoulos",1896,"M",NA,NA,NA,"Greece","GRE","Athletics Men's Pole Vault"
"3532","Nafissatou ""Nafi"" Thiam",2016,"F",21,184,69,"Belgium","BEL","Athletics Women's Heptathlon"
"3533","Klaus Thiele",1980,"M",22,193,78,"East Germany","GDR","Athletics Men's 4 x 400 metres Relay"
"3534","Alexander Thieme",1976,"M",22,187,84,"East Germany","GDR","Athletics Men's 4 x 100 metres Relay"
"3535","Ute Thimm (Finger-)",1984,"F",26,167,54,"West Germany","FRG","Athletics Women's 4 x 400 metres Relay"
"3536","Iwan Gwyn Thomas",1996,"M",22,186,85,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"3537","John Curtis Thomas",1960,"M",19,196,88,"United States","USA","Athletics Men's High Jump"
"3538","John Curtis Thomas",1964,"M",23,196,88,"United States","USA","Athletics Men's High Jump"
"3539","Francis Morgan ""Daley"" Thompson",1980,"M",21,184,92,"Great Britain","GBR","Athletics Men's Decathlon"
"3540","Francis Morgan ""Daley"" Thompson",1984,"M",25,184,92,"Great Britain","GBR","Athletics Men's Decathlon"
"3541","Donald James ""Don"" Thompson",1960,"M",27,168,55,"Great Britain","GBR","Athletics Men's 50 kilometres Walk"
"3542","Elaine Thompson",2016,"F",24,167,57,"Jamaica","JAM","Athletics Women's 100 metres"
"3543","Elaine Thompson",2016,"F",24,167,57,"Jamaica","JAM","Athletics Women's 200 metres"
"3544","Elaine Thompson",2016,"F",24,167,57,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay"
"3545","Obadele Olutosin Thompson",2000,"M",24,182,78,"Barbados","BAR","Athletics Men's 100 metres"
"3546","Richard Thompson",2008,"M",23,188,80,"Trinidad and Tobago","TTO","Athletics Men's 100 metres"
"3547","Richard Thompson",2008,"M",23,188,80,"Trinidad and Tobago","TTO","Athletics Men's 4 x 100 metres Relay"
"3548","Richard Thompson",2012,"M",27,188,80,"Trinidad and Tobago","TTO","Athletics Men's 4 x 100 metres Relay"
"3549","Wilbur Marvin Thompson",1948,"M",27,183,89,"United States","USA","Athletics Men's Shot Put"
